Sat, 21 Nov 15 21:47:11 +0000 | get_tweets.php -> __construct | Unable to connect to DB | attempted connection to tweetview
Sun, 22 Nov 15 11:18:08 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668387845594333184, url="http://www.independent.co.uk/voices/the-way-some-talk-after-the-paris-attacks-you-would-think-that-muslims-nations-had-never-been-a6742356.html"
Sun, 22 Nov 15 11:18:09 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x92\x97\x0A\x0A...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668387850090627074, tweet_text = "All smiles last night. 💗\n\n#paris #love #friends #birthdayweekend #girls #polaroid #instaxmini #smile… https://t.co/kuTWxSfmbA", created_at = "2015-11-22 11:17:36", geo_lat = 48.8429184, geo_long = 2.34834, user_id = 117451707, screen_name = "MarionM_", name = "M", profile_image_url = "http://pbs.twimg.com/profile_images/667418195955982336/Z9e1NSjO_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:18:09 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668387848937082880, url="http://akanshagautam.com/2015/11/22/on-the-way-ot-nainital-from-bhimtal-landscape-photo-image-photography-nature-travel-art-beinspired-sky-sunrise-sea-digital-surreal-amazing-creative-beautiful-garden-mountains-sun-s-20"
Sun, 22 Nov 15 11:18:10 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668387852258902016, url="http://mobile.nytimes.com/2015/11/23/world/europe/power-lines-to-crimea-are-blown-up-cutting-off-electricity.html?referer=http://news.google.com/"
Sun, 22 Nov 15 11:18:12 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x8D h...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668387863084449793, tweet_text = "RT @FemaIeNike: South Beach Roshes 😍 https://t.co/VvTt5Jp1GO", created_at = "2015-11-22 11:17:39", geo_lat = 0, geo_long = 0, user_id = 1850734495, screen_name = "DressingStyIe", name = "Dressings Style", profile_image_url = "http://pbs.twimg.com/profile_images/636905385849257985/NnfBufoR_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:18:14 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x8C\x9E\xE2\x9B...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668387864787439616, tweet_text = "🌞⛵ Adictik to #BrandyMelville on the #beach! \nShare on #Adictik your brand moments https://t.co/kfkgXASs1u\n#Fashion https://t.co/PVXLDfVn4G", created_at = "2015-11-22 11:17:39", geo_lat = 0, geo_long = 0, user_id = 501685336, screen_name = "adictikworld", name = "adictik", profile_image_url = "http://pbs.twimg.com/profile_images/656366083922857984/Oq7jpFHy_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:18:17 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x82 X...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668387880906059776, tweet_text = "Never knew that the symptoms of food poisoning are sprankled hand, flu and headache..😂 XD #OhMyEnglish", created_at = "2015-11-22 11:17:43", geo_lat = 0, geo_long = 0, user_id = 2154184488, screen_name = "bangtan_angel", name = "Nεѷε®M¡ND", profile_image_url = "http://pbs.twimg.com/profile_images/666955557543260160/VYXsNpkd_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:18:18 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668387884374687744, url="http://akanshagautam.com/2015/11/22/on-the-way-ot-nainital-from-bhimtal-landscape-photo-image-photography-nature-travel-art-beinspired-sky-sunrise-sea-digital-surreal-amazing-creative-beautiful-garden-mountains-sun-s-21"
Sun, 22 Nov 15 11:18:18 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668387883003187201, url="http://akanshagautam.com/2015/11/22/on-the-way-ot-nainital-from-bhimtal-landscape-photo-image-photography-nature-travel-art-beinspired-sky-sunrise-sea-digital-surreal-amazing-creative-beautiful-garden-mountains-sun-s-21"
Sun, 22 Nov 15 11:18:19 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x94\xA5\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668387886916608001, tweet_text = "RT @JJmakeup: Cosy morning fire means Winter is here. 🔥🔥🔥#Winter #fire #flame #heat #wood #london #cosy https://t.co/6WQ30voi3E", created_at = "2015-11-22 11:17:44", geo_lat = 0, geo_long = 0, user_id = 2534901597, screen_name = "NorthSn", name = "North Star", profile_image_url = "http://pbs.twimg.com/profile_images/667951903372742656/deN-oFSw_normal.png", is_rt = 1
Sun, 22 Nov 15 11:18:21 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x87\xAB\xF3\xBE...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668387899595862016, tweet_text = "Bonjour Paris!! Good morning sunshine! Wake up everybody!! Heading to #BodyByIza Morning workout 🇫󾓮☀️ Bom dia... https://t.co/hFARlksOag", created_at = "2015-11-22 11:17:47", geo_lat = 0, geo_long = 0, user_id = 3028564886, screen_name = "celebritymads", name = "CelebrityMAD", profile_image_url = "http://pbs.twimg.com/profile_images/568264819547971585/j19F2LEe_normal.png", is_rt = 0
Sun, 22 Nov 15 11:18:23 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x92\x95' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668387907535769600, tweet_text = "Good morning London,\n\nSuch a chill in the air! Winter time baby 💕", created_at = "2015-11-22 11:17:49", geo_lat = 0, geo_long = 0, user_id = 271277157, screen_name = "OwnByFemme", name = "René Daniella", profile_image_url = "http://pbs.twimg.com/profile_images/665329834130694144/Jdbv28ln_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:18:23 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x92\x9B' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668387903584796672, tweet_text = "To anyone who is going or who is already in Leicester Square for #HitTheRoadPremiere please stay warm cause it\'s really cold in London 💛", created_at = "2015-11-22 11:17:48", geo_lat = 0, geo_long = 0, user_id = 2748913733, screen_name = "Sparkle__Alex", name = "*Alex*", profile_image_url = "http://pbs.twimg.com/profile_images/660035042656264193/w_KFtIoi_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:18:23 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668387904754962432, url="https://www.washingtonpost.com/world/europe/on-eve-of-paris-climate-summit-britain-pulls-the-plug-on-renewables/2015/11/20/240c5630-8311-11e5-8bd2-680fff868306_story.html?postshare=6581448118316847&tid=ss_tw"
Sun, 22 Nov 15 11:18:26 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668387917673472000, url="http://www.irishtimes.com/life-and-style/generation-emigration/sleep-has-been-fleeting-since-depravity-descended-on-our-paris-neighbourhood-1.2437909"
Sun, 22 Nov 15 11:18:26 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x92\x97' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668387917069438977, tweet_text = "so excited for halsey\'s tour in europe next year, so happy to finally see her live 💗", created_at = "2015-11-22 11:17:52", geo_lat = 0, geo_long = 0, user_id = 1280611238, screen_name = "appreciatelilo", name = "eve", profile_image_url = "http://pbs.twimg.com/profile_images/668357374697185280/SiydAUf3_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:18:27 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x98 h...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668387923994112001, tweet_text = "2 years ago we were sitting in Fiji drinking cocktails on the beach making a million memories. Miss you love you. 😘 https://t.co/TGQKifbvlz", created_at = "2015-11-22 11:17:53", geo_lat = 0, geo_long = 0, user_id = 25252516, screen_name = "bec_peace", name = "rebecca", profile_image_url = "http://pbs.twimg.com/profile_images/580705926694440961/n9LNR1Hl_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:18:28 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x8D i...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668387929299914752, tweet_text = "RT @elvisgoh_: Pasir ris beach. 😍 is this singapore?? http://t.co/336AvQlLNQ", created_at = "2015-11-22 11:17:55", geo_lat = 0, geo_long = 0, user_id = 375660048, screen_name = "_ntxs", name = "ntsh", profile_image_url = "http://pbs.twimg.com/profile_images/658617469796388864/LGKTpsPP_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:18:29 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668387933188157440, url="https://www.washingtonpost.com/world/europe/on-eve-of-paris-climate-summit-britain-pulls-the-plug-on-renewables/2015/11/20/240c5630-8311-11e5-8bd2-680fff868306_story.html?tid=sm_tw"
Sun, 22 Nov 15 11:18:29 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x92\x9C h...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668387933884428288, tweet_text = "RT @marylinemone137: @venicetheseries Pink october in Paris. The Eiffel Tower joins the campaign : Fight against breast cancer 💜 http://t.c…", created_at = "2015-11-22 11:17:56", geo_lat = 0, geo_long = 0, user_id = 3906962474, screen_name = "crukHenley", name = "CancerResearchHenley", profile_image_url = "http://pbs.twimg.com/profile_images/654804691356790787/tlSf5Mag_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:18:29 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x8F\xBC\xEF\xB8...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668387932613550080, tweet_text = "Too excited for London and Harry Potter world next weekend ✌🏼️☺️", created_at = "2015-11-22 11:17:55", geo_lat = 0, geo_long = 0, user_id = 390982250, screen_name = "SarahDarlow", name = "Sarah Darlow", profile_image_url = "http://pbs.twimg.com/profile_images/663359644522446848/4kjor48m_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:18:30 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668387934387605504, url="http://kris.richensblogs.com/KrisBlog/brussels-terror-alert-city-lockdown-after-belgium-warns-of-imminent-attack-as-paris-manhunt-continues-live/"
Sun, 22 Nov 15 11:18:31 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x92\xA6\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668387942474252288, tweet_text = "RT @melbournegirl: Beautiful afternoon at Mornington Beach 💦💙 https://t.co/aUcx0Ezmm3", created_at = "2015-11-22 11:17:58", geo_lat = 0, geo_long = 0, user_id = 744808724, screen_name = "ajbloodstock", name = "Amy Johnston", profile_image_url = "http://pbs.twimg.com/profile_images/2543759608/image_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:18:32 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\xB3' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668387946370854912, tweet_text = "@JulikaBrand \nCan imagine. :) It\'s never this cold in London in Nov. Met Office said it\'ll be colder here this weekend than in Iceland 😳", created_at = "2015-11-22 11:17:59", geo_lat = 0, geo_long = 0, user_id = 2717487895, screen_name = "FreeRangeMegg", name = "Meggistan", profile_image_url = "http://pbs.twimg.com/profile_images/569887514883002368/ituo_83W_normal.jpeg", is_rt = 0
Sun, 22 Nov 15 11:18:34 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x8C\x8A\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668387956328161280, tweet_text = "RT @FrankieMetalz: This week we discuss the big budget video era. Hype Williams level 🌊🎥🎬 FranknWolf #podcast ep20 \'Stay Wavy Paris\' https:…", created_at = "2015-11-22 11:18:01", geo_lat = 0, geo_long = 0, user_id = 336391099, screen_name = "JoeTrilogy", name = "Joe Trilogy", profile_image_url = "http://pbs.twimg.com/profile_images/658323970870087680/jsVWz74I_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:18:38 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668387969300983812, url="http://kris.richensblogs.com/KrisBlog/brussels-terror-alert-city-lockdown-after-belgium-warns-of-imminent-attack-as-paris-manhunt-continues-live/"
Sun, 22 Nov 15 11:18:41 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\xAD\x0A\x0A...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668387983884587009, tweet_text = "Long vacation thank you, yun lang walang allowance 😭\n\n#Heartbroken", created_at = "2015-11-22 11:18:08", geo_lat = 0, geo_long = 0, user_id = 2433546408, screen_name = "bRenn_Lontok", name = "bRenn", profile_image_url = "http://pbs.twimg.com/profile_images/644837210747867136/J94fMKDz_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:18:41 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668387982580326401, url="http://m.leparisien.fr/faits-divers/attentats-etrange-vol-a-l-hopital-necker-21-11-2015-5299813.php#xtor=AD-1481423553&xtref=http%3A%2F%2Fwww.leparisien.fr%2Ffaits-divers%2Fattentats-etrange-vol-a-l-hopital-necker-21-11-2015-5299813.php"
Sun, 22 Nov 15 11:18:42 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x8D h...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668387986128637952, tweet_text = "RT @TraveIings: This neighborhood in Venice Beach California 😍 https://t.co/MQaNuoW6u7", created_at = "2015-11-22 11:18:08", geo_lat = 0, geo_long = 0, user_id = 2908236508, screen_name = "asrubis", name = "rubis", profile_image_url = "http://pbs.twimg.com/profile_images/667760636701593601/lS4uIF6Q_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:18:44 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x8D h...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668387994684887041, tweet_text = "RT @FemaIeNike: South Beach Roshes 😍 https://t.co/VvTt5Jp1GO", created_at = "2015-11-22 11:18:10", geo_lat = 0, geo_long = 0, user_id = 2894922343, screen_name = "LOV_TIPS", name = "LOVELY RELATION", profile_image_url = "http://pbs.twimg.com/profile_images/574622450274566144/1-wPeD0m_normal.jpeg", is_rt = 1
Sun, 22 Nov 15 11:18:45 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x9C t...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668387996362780673, tweet_text = "RT @JackJackJohnson: You guys were such a wild crowd tonight too 😜 these two nights in London have been outrageous! Can\'t wait to come back…", created_at = "2015-11-22 11:18:11", geo_lat = 0, geo_long = 0, user_id = 3927271395, screen_name = "_MeganXLouise_", name = "Megan_is_a_penguin", profile_image_url = "http://pbs.twimg.com/profile_images/660595793724862466/9qtg732n_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:18:46 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x87\xAB\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668388001538400256, tweet_text = "RT @Jopolkadot: Paris 🇫🇷 ❤️\n\nPhoto by Maynard Owen Williams\n1946. https://t.co/nRmZG56tJP", created_at = "2015-11-22 11:18:12", geo_lat = 0, geo_long = 0, user_id = 2834195448, screen_name = "junkiemusiq", name = "xxxT△K△xxx", profile_image_url = "http://pbs.twimg.com/profile_images/667623688833921024/tREodcdA_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:18:46 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x8D h...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668387998690582528, tweet_text = "RT @TraveIings: This neighborhood in Venice Beach California 😍 https://t.co/MQaNuoW6u7", created_at = "2015-11-22 11:18:11", geo_lat = 0, geo_long = 0, user_id = 2452739219, screen_name = "ju_grisou59118", name = "❣", profile_image_url = "http://pbs.twimg.com/profile_images/660794175265316864/aLRBDCZQ_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:18:48 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x91\x8C\x0A#...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668388009339809792, tweet_text = "RT @evokedubai: No better way to attack a Sunday 👌\n#papaya  #breakfast #travel #mensfashion #vacation #nyfw #menstyle #shoes #ladie… https:…", created_at = "2015-11-22 11:18:14", geo_lat = 0, geo_long = 0, user_id = 3970975457, screen_name = "Sharron73890", name = "Sharron Frappier", profile_image_url = "http://pbs.twimg.com/profile_images/654949797384753153/DyEpIm5f_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:18:48 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x92\x94 \xF0...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668388012275798017, tweet_text = "RT @niveditabasu: #Prayers4Paris Friday the 13th will never be the same again for Paris 💔 💔 💔 💔 https://t.co/rpHAjmuJMj", created_at = "2015-11-22 11:18:14", geo_lat = 0, geo_long = 0, user_id = 3527094074, screen_name = "eshamananky2", name = "esha dhanuka", profile_image_url = "http://pbs.twimg.com/profile_images/642337183676760065/qHtgM8lD_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:18:49 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x99\x88\x0A#...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668388013597175808, tweet_text = "Heyy you 🙈\n#inshot  #girls #cute #summer #blur #sun #happy #fun #dog #hair #beach #hot #cool #fashion… https://t.co/JLGMop1FHy", created_at = "2015-11-22 11:18:15", geo_lat = 5.16667, geo_long = 97.1333, user_id = 1248794941, screen_name = "MildaAmalina1", name = "mldaamalina", profile_image_url = "http://pbs.twimg.com/profile_images/529564270204170240/YV3rzLQM_normal.jpeg", is_rt = 0
Sun, 22 Nov 15 11:18:50 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\xAD\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668388019129446401, tweet_text = "RT @HelanElissian: @elissakh Sometimes my heart cries, cz i hadn\'t a chance to take a pic with you in palais des congres paris 😭😭😭😭😭😭😭😭😭 i …", created_at = "2015-11-22 11:18:16", geo_lat = 0, geo_long = 0, user_id = 250732843, screen_name = "Butterfly77aa", name = "عين عذورهElissa Love", profile_image_url = "http://pbs.twimg.com/profile_images/532986755494838272/i4NUN8Wu_normal.jpeg", is_rt = 1
Sun, 22 Nov 15 11:18:51 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668388023004884993, url="http://akanshagautam.com/2015/11/22/on-the-way-ot-nainital-from-bhimtal-landscape-photo-image-photography-nature-travel-art-beinspired-sky-sunrise-sea-digital-surreal-amazing-creative-beautiful-garden-mountains-sun-s-20"
Sun, 22 Nov 15 11:18:56 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668388046929199104, url="https://ftsnnews.wordpress.com/2015/11/22/paris-attackers-were-1-known-to-intel-2-bragged-in-iss-mag-3-met-via-facebook-4-used-sms-but-ban-encryption"
Sun, 22 Nov 15 11:18:57 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x95' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668388047466164224, tweet_text = "@fx550Mike @janh1 @jpndcf @JackiHicks @littlejomini @Stigonthelizard @sabaone had flu before don\'t remember over a week of being ill 😕", created_at = "2015-11-22 11:18:23", geo_lat = 0, geo_long = 0, user_id = 1043234918, screen_name = "chickago13", name = "chickago", profile_image_url = "http://pbs.twimg.com/profile_images/469048289959378944/vYpmIsl9_normal.jpeg", is_rt = 0
Sun, 22 Nov 15 11:19:00 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\xAD\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668388062943158273, tweet_text = "@dbeltwrites in November 26 or 27 I wanted to see you in Rome but unfortunately I can\'t😭😭😭💔", created_at = "2015-11-22 11:18:26", geo_lat = 0, geo_long = 0, user_id = 4121844076, screen_name = "Chiara_JM_BTR", name = "Chiara JM Tomassetti", profile_image_url = "http://pbs.twimg.com/profile_images/665673677414006784/yMssZZvc_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:19:01 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668388069544845312, url="http://akanshagautam.com/2015/11/22/on-the-way-ot-nainital-from-bhimtal-landscape-photo-image-photography-nature-travel-art-beinspired-sky-sunrise-sea-digital-surreal-amazing-creative-beautiful-garden-mountains-sun-s-21"
Sun, 22 Nov 15 11:19:01 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668388067296833536, url="https://www.washingtonpost.com/world/europe/afghans-seeking-asylum-buy-fake-taliban-threat-letters/2015/11/22/403995a4-90ed-11e5-934c-a369c80822c2_story.html"
Sun, 22 Nov 15 11:19:04 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x8E\x85\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668388080550735872, tweet_text = "RT @TanyaBurr: Back to London today! The only thing that could make this car journey better is a chocolate Santa 🎅🏻🍫", created_at = "2015-11-22 11:18:31", geo_lat = 0, geo_long = 0, user_id = 3129575198, screen_name = "talitha_roberts", name = "talitha roberts", profile_image_url = "http://pbs.twimg.com/profile_images/667642350869438464/D_M1BAem_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:19:05 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\xAD h...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668388084497543169, tweet_text = "I love travell too but my money travel first. 😭 https://t.co/AfigAotJ2D", created_at = "2015-11-22 11:18:32", geo_lat = 0, geo_long = 0, user_id = 1348975394, screen_name = "NurulJannah____", name = "Naaaaa", profile_image_url = "http://pbs.twimg.com/profile_images/668354073435881472/5RravgHg_normal.jpg", is_rt = 0
Sun, 22 Nov 15 11:19:07 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668388092164739072, url="http://kris.richensblogs.com/KrisBlog/brussels-terror-alert-city-lockdown-after-belgium-warns-of-imminent-attack-as-paris-manhunt-continues-live/"
Sun, 22 Nov 15 11:19:10 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668388105506918401, url="http://www.telegraph.co.uk/news/uknews/terrorism-in-the-uk/12006892/International-manhunt-underway-after-French-police-let-Paris-attacks-suspect-slip-through-their-fingers.html"
Sun, 22 Nov 15 11:19:11 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x8A h...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668388110112157696, tweet_text = "RT @ZozeeBo: Love this photo of @LucyAndLydia &amp; I at the beach earlier that @EvanEdinger took. 😊 https://t.co/4BEV2nKPoE", created_at = "2015-11-22 11:18:38", geo_lat = 0, geo_long = 0, user_id = 3026984547, screen_name = "ForZoeAlways", name = "ForZoë-SacconeJoly", profile_image_url = "http://pbs.twimg.com/profile_images/665514956838862849/zlssOmVA_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:19:15 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668388122388922368, url="http://akanshagautam.com/2015/11/22/on-the-way-ot-nainital-from-bhimtal-landscape-photo-image-photography-nature-travel-art-beinspired-sky-sunrise-sea-digital-surreal-amazing-creative-beautiful-garden-mountains-sun-s-21"
Sun, 22 Nov 15 11:19:16 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668388125417340928, url="http://www.standard.co.uk/news/london/police-dive-into-canal-to-rescue-150-islamic-books-only-to-find-they-were-dumped-there-on-purpose-a3118916.html"
Sun, 22 Nov 15 11:19:16 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x82 h...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668388127225077760, tweet_text = "RT @ShaySAL_: London Underground 😂 http://t.co/Fijw9l9IfF", created_at = "2015-11-22 11:18:42", geo_lat = 0, geo_long = 0, user_id = 2303567219, screen_name = "KowenManon", name = "*-.79.-*", profile_image_url = "http://pbs.twimg.com/profile_images/660943176195301376/5sYexJgT_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:19:18 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x8D\xF0\x9F...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668388135181635588, tweet_text = "RT @TheWorldStories: Let\'s travel together 😍😍 https://t.co/rIcsuCVd3G", created_at = "2015-11-22 11:18:44", geo_lat = 0, geo_long = 0, user_id = 1547917086, screen_name = "piiingrico", name = "Glai", profile_image_url = "http://pbs.twimg.com/profile_images/662876593161834496/JsxezqrJ_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:19:19 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\x8D h...' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668388142651584516, tweet_text = "RT @FemaIeNike: South Beach Roshes 😍 https://t.co/VvTt5Jp1GO", created_at = "2015-11-22 11:18:45", geo_lat = 0, geo_long = 0, user_id = 489792150, screen_name = "QuteWomen", name = "Women", profile_image_url = "http://pbs.twimg.com/profile_images/644728312309248001/Xu9x4RSx_normal.jpg", is_rt = 1
Sun, 22 Nov 15 11:19:20 +0000 | ./parse_tweets.php -> insert | Data too long for column 'url' at row 1 | INSERT INTO tweet_urls SET tweet_id=668388143721132032, url="http://akanshagautam.com/2015/11/22/on-the-way-ot-nainital-from-bhimtal-landscape-photo-image-photography-nature-travel-art-beinspired-sky-sunrise-sea-digital-surreal-amazing-creative-beautiful-garden-mountains-sun-s-21"
Sun, 22 Nov 15 11:19:21 +0000 | ./parse_tweets.php -> insert | Incorrect string value: '\xF0\x9F\x98\xB7' for column 'tweet_text' at row 1 | INSERT INTO tweets SET tweet_id = 668388148854943744, tweet_text = "I hate flu 😷", created_at = "2015-11-22 11:18:47", geo_lat = 0, geo_long = 0, user_id = 100367550, screen_name = "eLaBalanon", name = "Ela Balanon", profile_image_url = "http://pbs.twimg.com/profile_images/655634553244004352/tjC4Zu95_normal.jpg", is_rt = 0
